feature_id	kind	vendor_evidence	provider	vendor_disable	target_config	target_dt	target_artifact	test_id
config:CONFIG_USB_SERIAL_AIRCABLE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_AIRCABLE"]	mainline	["CONFIG_USB_SERIAL_AIRCABLE=n"]	["CONFIG_USB_SERIAL_AIRCABLE=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_ARK3116	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_ARK3116"]	mainline	["CONFIG_USB_SERIAL_ARK3116=n"]	["CONFIG_USB_SERIAL_ARK3116=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_BELKIN	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_BELKIN"]	mainline	["CONFIG_USB_SERIAL_BELKIN=n"]	["CONFIG_USB_SERIAL_BELKIN=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_CH341	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_CH341"]	mainline	["CONFIG_USB_SERIAL_CH341=n"]	["CONFIG_USB_SERIAL_CH341=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_CYBERJACK	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_CYBERJACK"]	mainline	["CONFIG_USB_SERIAL_CYBERJACK=n"]	["CONFIG_USB_SERIAL_CYBERJACK=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_CYPRESS_M8	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_CYPRESS_M8"]	mainline	["CONFIG_USB_SERIAL_CYPRESS_M8=n"]	["CONFIG_USB_SERIAL_CYPRESS_M8=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_DIGI_ACCELEPORT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_DIGI_ACCELEPORT"]	mainline	["CONFIG_USB_SERIAL_DIGI_ACCELEPORT=n"]	["CONFIG_USB_SERIAL_DIGI_ACCELEPORT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_EDGEPORT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_EDGEPORT"]	mainline	["CONFIG_USB_SERIAL_EDGEPORT=n"]	["CONFIG_USB_SERIAL_EDGEPORT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_EDGEPORT_TI	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_EDGEPORT_TI"]	mainline	["CONFIG_USB_SERIAL_EDGEPORT_TI=n"]	["CONFIG_USB_SERIAL_EDGEPORT_TI=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_EMPEG	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_EMPEG"]	mainline	["CONFIG_USB_SERIAL_EMPEG=n"]	["CONFIG_USB_SERIAL_EMPEG=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_F81232	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_F81232"]	mainline	["CONFIG_USB_SERIAL_F81232=n"]	["CONFIG_USB_SERIAL_F81232=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_F8153X	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_F8153X"]	mainline	["CONFIG_USB_SERIAL_F8153X=n"]	["CONFIG_USB_SERIAL_F8153X=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_GARMIN	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_GARMIN"]	mainline	["CONFIG_USB_SERIAL_GARMIN=n"]	["CONFIG_USB_SERIAL_GARMIN=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_GENERIC	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_GENERIC"]	mainline	["CONFIG_USB_SERIAL_GENERIC=n"]	["CONFIG_USB_SERIAL_GENERIC=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_IPAQ	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_IPAQ"]	mainline	["CONFIG_USB_SERIAL_IPAQ=n"]	["CONFIG_USB_SERIAL_IPAQ=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_IPW	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_IPW"]	mainline	["CONFIG_USB_SERIAL_IPW=n"]	["CONFIG_USB_SERIAL_IPW=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_IR	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_IR"]	mainline	["CONFIG_USB_SERIAL_IR=n"]	["CONFIG_USB_SERIAL_IR=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_IUU	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_IUU"]	mainline	["CONFIG_USB_SERIAL_IUU=n"]	["CONFIG_USB_SERIAL_IUU=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_KEYSPAN	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_KEYSPAN"]	mainline	["CONFIG_USB_SERIAL_KEYSPAN=n"]	["CONFIG_USB_SERIAL_KEYSPAN=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_KEYSPAN_PDA	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_KEYSPAN_PDA"]	mainline	["CONFIG_USB_SERIAL_KEYSPAN_PDA=n"]	["CONFIG_USB_SERIAL_KEYSPAN_PDA=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_KLSI	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_KLSI"]	mainline	["CONFIG_USB_SERIAL_KLSI=n"]	["CONFIG_USB_SERIAL_KLSI=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_KOBIL_SCT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_KOBIL_SCT"]	mainline	["CONFIG_USB_SERIAL_KOBIL_SCT=n"]	["CONFIG_USB_SERIAL_KOBIL_SCT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_MCT_U232	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_MCT_U232"]	mainline	["CONFIG_USB_SERIAL_MCT_U232=n"]	["CONFIG_USB_SERIAL_MCT_U232=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_METRO	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_METRO"]	mainline	["CONFIG_USB_SERIAL_METRO=n"]	["CONFIG_USB_SERIAL_METRO=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_MOS7720	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_MOS7720"]	mainline	["CONFIG_USB_SERIAL_MOS7720=n"]	["CONFIG_USB_SERIAL_MOS7720=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_MOS7840	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_MOS7840"]	mainline	["CONFIG_USB_SERIAL_MOS7840=n"]	["CONFIG_USB_SERIAL_MOS7840=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_MXUPORT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_MXUPORT"]	mainline	["CONFIG_USB_SERIAL_MXUPORT=n"]	["CONFIG_USB_SERIAL_MXUPORT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_NAVMAN	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_NAVMAN"]	mainline	["CONFIG_USB_SERIAL_NAVMAN=n"]	["CONFIG_USB_SERIAL_NAVMAN=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_OMNINET	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_OMNINET"]	mainline	["CONFIG_USB_SERIAL_OMNINET=n"]	["CONFIG_USB_SERIAL_OMNINET=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_OPTICON	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_OPTICON"]	mainline	["CONFIG_USB_SERIAL_OPTICON=n"]	["CONFIG_USB_SERIAL_OPTICON=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_OTI6858	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_OTI6858"]	mainline	["CONFIG_USB_SERIAL_OTI6858=n"]	["CONFIG_USB_SERIAL_OTI6858=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_PL2303	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_PL2303"]	mainline	["CONFIG_USB_SERIAL_PL2303=n"]	["CONFIG_USB_SERIAL_PL2303=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_QCAUX	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_QCAUX"]	mainline	["CONFIG_USB_SERIAL_QCAUX=n"]	["CONFIG_USB_SERIAL_QCAUX=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_QT2	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_QT2"]	mainline	["CONFIG_USB_SERIAL_QT2=n"]	["CONFIG_USB_SERIAL_QT2=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_QUALCOMM	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_QUALCOMM"]	mainline	["CONFIG_USB_SERIAL_QUALCOMM=n"]	["CONFIG_USB_SERIAL_QUALCOMM=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_SAFE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_SAFE"]	mainline	["CONFIG_USB_SERIAL_SAFE=n"]	["CONFIG_USB_SERIAL_SAFE=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_SAFE_PADDED	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_SAFE_PADDED"]	mainline	["CONFIG_USB_SERIAL_SAFE_PADDED=n"]	["CONFIG_USB_SERIAL_SAFE_PADDED=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_SIERRAWIRELESS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_SIERRAWIRELESS"]	mainline	["CONFIG_USB_SERIAL_SIERRAWIRELESS=n"]	["CONFIG_USB_SERIAL_SIERRAWIRELESS=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_SIMPLE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_SIMPLE"]	mainline	["CONFIG_USB_SERIAL_SIMPLE=n"]	["CONFIG_USB_SERIAL_SIMPLE=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_SPCP8X5	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_SPCP8X5"]	mainline	["CONFIG_USB_SERIAL_SPCP8X5=n"]	["CONFIG_USB_SERIAL_SPCP8X5=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_SSU100	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_SSU100"]	mainline	["CONFIG_USB_SERIAL_SSU100=n"]	["CONFIG_USB_SERIAL_SSU100=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_SYMBOL	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_SYMBOL"]	mainline	["CONFIG_USB_SERIAL_SYMBOL=n"]	["CONFIG_USB_SERIAL_SYMBOL=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_TI	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_TI"]	mainline	["CONFIG_USB_SERIAL_TI=n"]	["CONFIG_USB_SERIAL_TI=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_UPD78F0730	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_UPD78F0730"]	mainline	["CONFIG_USB_SERIAL_UPD78F0730=n"]	["CONFIG_USB_SERIAL_UPD78F0730=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_VISOR	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_VISOR"]	mainline	["CONFIG_USB_SERIAL_VISOR=n"]	["CONFIG_USB_SERIAL_VISOR=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_WHITEHEAT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_WHITEHEAT"]	mainline	["CONFIG_USB_SERIAL_WHITEHEAT=n"]	["CONFIG_USB_SERIAL_WHITEHEAT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_WISHBONE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_WISHBONE"]	mainline	["CONFIG_USB_SERIAL_WISHBONE=n"]	["CONFIG_USB_SERIAL_WISHBONE=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SERIAL_XSENS_MT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SERIAL_XSENS_MT"]	mainline	["CONFIG_USB_SERIAL_XSENS_MT=n"]	["CONFIG_USB_SERIAL_XSENS_MT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SIERRA_NET	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SIERRA_NET"]	mainline	["CONFIG_USB_SIERRA_NET=n"]	["CONFIG_USB_SIERRA_NET=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE"]	mainline	[]	["CONFIG_USB_STORAGE=y"]	[]	[]	[]
config:CONFIG_USB_STORAGE_ALAUDA	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_ALAUDA"]	mainline	["CONFIG_USB_STORAGE_ALAUDA=n"]	["CONFIG_USB_STORAGE_ALAUDA=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_CYPRESS_ATACB	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_CYPRESS_ATACB"]	mainline	["CONFIG_USB_STORAGE_CYPRESS_ATACB=n"]	["CONFIG_USB_STORAGE_CYPRESS_ATACB=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_DATAFAB	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_DATAFAB"]	mainline	["CONFIG_USB_STORAGE_DATAFAB=n"]	["CONFIG_USB_STORAGE_DATAFAB=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_ENE_UB6250	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_ENE_UB6250"]	mainline	["CONFIG_USB_STORAGE_ENE_UB6250=n"]	["CONFIG_USB_STORAGE_ENE_UB6250=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_FREECOM	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_FREECOM"]	mainline	["CONFIG_USB_STORAGE_FREECOM=n"]	["CONFIG_USB_STORAGE_FREECOM=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_ISD200	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_ISD200"]	mainline	["CONFIG_USB_STORAGE_ISD200=n"]	["CONFIG_USB_STORAGE_ISD200=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_JUMPSHOT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_JUMPSHOT"]	mainline	["CONFIG_USB_STORAGE_JUMPSHOT=n"]	["CONFIG_USB_STORAGE_JUMPSHOT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_KARMA	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_KARMA"]	mainline	["CONFIG_USB_STORAGE_KARMA=n"]	["CONFIG_USB_STORAGE_KARMA=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_ONETOUCH	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_ONETOUCH"]	mainline	["CONFIG_USB_STORAGE_ONETOUCH=n"]	["CONFIG_USB_STORAGE_ONETOUCH=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_REALTEK	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_REALTEK"]	mainline	["CONFIG_USB_STORAGE_REALTEK=n"]	["CONFIG_USB_STORAGE_REALTEK=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_SDDR09	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_SDDR09"]	mainline	["CONFIG_USB_STORAGE_SDDR09=n"]	["CONFIG_USB_STORAGE_SDDR09=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_SDDR55	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_SDDR55"]	mainline	["CONFIG_USB_STORAGE_SDDR55=n"]	["CONFIG_USB_STORAGE_SDDR55=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_STORAGE_USBAT	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_STORAGE_USBAT"]	mainline	["CONFIG_USB_STORAGE_USBAT=n"]	["CONFIG_USB_STORAGE_USBAT=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_DWC3	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_DWC3"]	mainline	["CONFIG_USB_SUNXI_DWC3=n"]	["CONFIG_USB_SUNXI_DWC3=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_EHCI0	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_EHCI0"]	mainline	["CONFIG_USB_SUNXI_EHCI0=n"]	["CONFIG_USB_SUNXI_EHCI0=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_EHCI1	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_EHCI1"]	mainline	["CONFIG_USB_SUNXI_EHCI1=n"]	["CONFIG_USB_SUNXI_EHCI1=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_HCD	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_HCD"]	mainline	["CONFIG_USB_SUNXI_HCD=n"]	["CONFIG_USB_SUNXI_HCD=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_HCI	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_HCI"]	mainline	["CONFIG_USB_SUNXI_HCI=n"]	["CONFIG_USB_SUNXI_HCI=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_OHCI0	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_OHCI0"]	mainline	["CONFIG_USB_SUNXI_OHCI0=n"]	["CONFIG_USB_SUNXI_OHCI0=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_OHCI1	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_OHCI1"]	mainline	["CONFIG_USB_SUNXI_OHCI1=n"]	["CONFIG_USB_SUNXI_OHCI1=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_TYPEC	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_TYPEC"]	mainline	["CONFIG_USB_SUNXI_TYPEC=n"]	["CONFIG_USB_SUNXI_TYPEC=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_UDC0	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_UDC0"]	mainline	["CONFIG_USB_SUNXI_UDC0=n"]	["CONFIG_USB_SUNXI_UDC0=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_USB	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_USB"]	mainline	["CONFIG_USB_SUNXI_USB=n"]	["CONFIG_USB_SUNXI_USB=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_USB_ADB	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_USB_ADB"]	mainline	["CONFIG_USB_SUNXI_USB_ADB=n"]	["CONFIG_USB_SUNXI_USB_ADB=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_USB_DEBUG	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_USB_DEBUG"]	mainline	["CONFIG_USB_SUNXI_USB_DEBUG=n"]	["CONFIG_USB_SUNXI_USB_DEBUG=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_SUNXI_USB_MANAGER	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_SUNXI_USB_MANAGER"]	mainline	["CONFIG_USB_SUNXI_USB_MANAGER=n"]	["CONFIG_USB_SUNXI_USB_MANAGER=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_UAS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_UAS"]	mainline	["CONFIG_USB_UAS=n"]	["CONFIG_USB_UAS=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_U_AUDIO	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_U_AUDIO"]	mainline	["CONFIG_USB_U_AUDIO=n"]	["CONFIG_USB_U_AUDIO=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_WDM	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_WDM"]	mainline	["CONFIG_USB_WDM=n"]	["CONFIG_USB_WDM=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USB_XHCI_DBGCAP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USB_XHCI_DBGCAP"]	mainline	["CONFIG_USB_XHCI_DBGCAP=n"]	["CONFIG_USB_XHCI_DBGCAP=n"]	[]	[]	["usb-typec.sh"]
config:CONFIG_USERMODE_DRIVER	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_USERMODE_DRIVER"]	mainline	["CONFIG_USERMODE_DRIVER=n"]	["CONFIG_USERMODE_DRIVER=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_V4L2_ASYNC	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_V4L2_ASYNC"]	mainline	[]	["CONFIG_V4L2_ASYNC=m"]	[]	[]	[]
config:CONFIG_V4L2_FWNODE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_V4L2_FWNODE"]	mainline	[]	["CONFIG_V4L2_FWNODE=m"]	[]	[]	[]
config:CONFIG_VDPA	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VDPA"]	mainline	["CONFIG_VDPA=n"]	["CONFIG_VDPA=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_VFAT_FS	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VFAT_FS"]	mainline	[]	["CONFIG_VFAT_FS=y"]	[]	[]	[]
config:CONFIG_VFIO	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VFIO"]	mainline	[]	["CONFIG_VFIO=y"]	[]	[]	[]
config:CONFIG_VFIO_IOMMU_TYPE1	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VFIO_IOMMU_TYPE1"]	mainline	[]	["CONFIG_VFIO_IOMMU_TYPE1=y"]	[]	[]	[]
config:CONFIG_VFIO_PCI	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VFIO_PCI"]	mainline	[]	["CONFIG_VFIO_PCI=y"]	[]	[]	[]
config:CONFIG_VFIO_PCI_CORE	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VFIO_PCI_CORE"]	mainline	[]	["CONFIG_VFIO_PCI_CORE=y"]	[]	[]	[]
config:CONFIG_VFIO_PCI_MMAP	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VFIO_PCI_MMAP"]	mainline	["CONFIG_VFIO_PCI_MMAP=n"]	["CONFIG_VFIO_PCI_MMAP=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_VHOST	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VHOST"]	mainline	["CONFIG_VHOST=n"]	["CONFIG_VHOST=n"]	[]	[]	["board-io-security.sh"]
config:CONFIG_VHOST_CROSS_ENDIAN_LEGACY	config	["linux-aw2511@92c27523bfa57dc21acd843897c8949d549702c7:CONFIG_VHOST_CROSS_ENDIAN_LEGACY"]	mainline	["CONFIG_VHOST_CROSS_ENDIAN_LEGACY=n"]	["CONFIG_VHOST_CROSS_ENDIAN_LEGACY=n"]	[]	[]	["board-io-security.sh"]
